<br><span style="">[sound: pi]</span><br>	<span style="font-size: 32px; ">啤</span><br><span style="">pí</span><br><span style="">啤酒, píjiǔ, beer</span>
<span style="font-size: 32px; ">品</span>	<span style="">pǐn</span><br><span style="">product</span><br><span style="">小品, xiǎopǐn, essay</span>
<br><span style="">product</span><br>	<span style="font-size: 32px; ">品</span><br><span style="">pǐn</span><br><span style="">小品, xiǎopǐn, essay</span>
<span style="font-size: 32px; ">平</span>	<span style="">píng</span><br><span style="">flat</span><br><span style="">平时, píngshí, normally</span>
<br><span style="">flat</span><br>	<span style="font-size: 32px; ">平</span><br><span style="">píng</span><br><span style="">平时, píngshí, normally</span>
<span style="font-size: 32px; ">苹</span>	<span style="">píng</span><br><span style="">[sound: ping]</span><br><span style="">苹果, píngguǒ, apple</span>
<br><span style="">[sound: ping]</span><br>	<span style="font-size: 32px; ">苹</span><br><span style="">píng</span><br><span style="">苹果, píngguǒ, apple</span>
<span style="font-size: 32px; ">乒</span>	<span style="">pīng</span><br><span style="">[sound: ping]</span><br><span style="">乒乓球, pīngpāngqiú, table tennis</span>
<br><span style="">[sound: ping]</span><br>	<span style="font-size: 32px; ">乒</span><br><span style="">pīng</span><br><span style="">乒乓球, pīngpāngqiú, table tennis</span>
<span style="font-size: 32px; ">票</span>	<span style="">piào</span><br><span style="">ticket</span><br><span style="">发票, fāpiào, receipt车票, chēpiào, train ticket</span>
<br><span style="">ticket</span><br>	<span style="font-size: 32px; ">票</span><br><span style="">piào</span><br><span style="">发票, fāpiào, receipt车票, chēpiào, train ticket</span>
<span style="font-size: 32px; ">pō</span>	<span style="">坡</span><br><span style="">slope</span><br><span style="">新加坡, Xīnjiāpō, Singapore</span>
<br><span style="">slope</span><br>	<span style="font-size: 32px; ">pō</span><br><span style="">坡</span><br><span style="">新加坡, Xīnjiāpō, Singapore</span>
<span style="font-size: 32px; ">普</span>	<span style="">pǔ</span><br><span style="">common</span><br><span style="">普通话, Pǔtōnghuà, Mandarin Chinese</span>
<br><span style="">common</span><br>	<span style="font-size: 32px; ">普</span><br><span style="">pǔ</span><br><span style="">普通话, Pǔtōnghuà, Mandarin Chinese</span>
<span style="font-size: 32px; ">葡</span>	<span style="">pú</span><br><span style="">[sound:pu]</span><br><span style="">葡萄, pútao, grape葡萄酒, pǔtaojiǔ, grape wine</span>
<br><span style="">[sound:pu]</span><br>	<span style="font-size: 32px; ">葡</span><br><span style="">pú</span><br><span style="">葡萄, pútao, grape葡萄酒, pǔtaojiǔ, grape wine</span>
<span style="font-size: 32px; ">起</span>	<span style="">qǐ</span><br><span style="">rise</span><br><span style="">对不起，duìbùqǐ, excuse me一起, yī qǐ, together</span>
<br><span style="">rise</span><br>	<span style="font-size: 32px; ">起</span><br><span style="">qǐ</span><br><span style="">对不起，duìbùqǐ, excuse me一起, yī qǐ, together</span>
<span style="font-size: 32px; ">qì</span>	<span style="">气</span><br><span style="">air</span><br><span style="">不客气, bùkèqi, You are welcome!<br>气氛, qìfēn, atmosphere</span>
<br><span style="">air</span><br>	<span style="font-size: 32px; ">qì</span><br><span style="">气</span><br><span style="">不客气, bùkèqi, You are welcome!<br>气氛, qìfēn, atmosphere</span>
<span style="font-size: 32px; ">棋</span>	<span style="">qí</span><br><span style="">board game</span><br><span style="">象棋, xiàngqí, Chinese chess</span>
<br><span style="">board game</span><br>	<span style="font-size: 32px; ">棋</span><br><span style="">qí</span><br><span style="">象棋, xiàngqí, Chinese chess</span>
<span style="font-size: 32px; ">其</span>	<span style="">qí</span><br><span style="">its</span><br><span style="">尤其, yóuqí, especially<br>其他, qítā, others</span>
<br><span style="">its</span><br>	<span style="font-size: 32px; ">其</span><br><span style="">qí</span><br><span style="">尤其, yóuqí, especially<br>其他, qítā, others</span>
<span style="font-size: 32px; ">七</span>	<span style="">qī</span><br><span style="">seven</span><br><span style=""></span>
<br><span style="">seven</span><br>	<span style="font-size: 32px; ">七</span><br><span style="">qī</span><br><span style=""></span>
<span style="font-size: 32px; ">qián</span>	<span style="">前</span><br><span style="">before</span><br><span style=""></span>
<br><span style="">before</span><br>	<span style="font-size: 32px; ">qián</span><br><span style="">前</span><br><span style=""></span>
<span style="font-size: 32px; ">歉</span>	<span style="">qiàn</span><br><span style="">apology</span><br><span style="">抱歉, bàoqiàn, be sorry</span>
<br><span style="">apology</span><br>	<span style="font-size: 32px; ">歉</span><br><span style="">qiàn</span><br><span style="">抱歉, bàoqiàn, be sorry</span>
<span style="font-size: 32px; ">钱</span>	<span style="">qián</span><br><span style="">money</span><br><span style=""></span>
<br><span style="">money</span><br>	<span style="font-size: 32px; ">钱</span><br><span style="">qián</span><br><span style=""></span>
<span style="font-size: 32px; ">且</span>	<span style="">qiě</span><br><span style="">for the time being</span><br><span style="">而且, érqiě, furthermore</span>
<br><span style="">for the time being</span><br>	<span style="font-size: 32px; ">且</span><br><span style="">qiě</span><br><span style="">而且, érqiě, furthermore</span>
<span style="font-size: 32px; ">请</span>	<span style="">qǐng</span><br><span style="">please</span><br><span style="">请问, qǐngwèn, excuse me</span>
<br><span style="">please</span><br>	<span style="font-size: 32px; ">请</span><br><span style="">qǐng</span><br><span style="">请问, qǐngwèn, excuse me</span>
<span style="font-size: 32px; ">青</span>	<span style="">qīng</span><br><span style="">green</span><br><span style="">青岛, Qingdǎo, Qingdao<br>青霉素, qīngméisù, penicillin</span>
<br><span style="">green</span><br>	<span style="font-size: 32px; ">青</span><br><span style="">qīng</span><br><span style="">青岛, Qingdǎo, Qingdao<br>青霉素, qīngméisù, penicillin</span>
<span style="font-size: 32px; ">清</span>	<span style="">qīng</span><br><span style="">clear</span><br><span style="">清洗, qīngxǐ, wash<br>清明节, Qīngmíngjié, Tomb Sweeping Day </span>
<br><span style="">clear</span><br>	<span style="font-size: 32px; ">清</span><br><span style="">qīng</span><br><span style="">清洗, qīngxǐ, wash<br>清明节, Qīngmíngjié, Tomb Sweeping Day </span>
<span style="font-size: 32px; ">轻</span>	<span style="">qīng</span><br><span style="">light</span><br><span style="">年轻人, niánqīngrén, young people</span>
<br><span style="">light</span><br>	<span style="font-size: 32px; ">轻</span><br><span style="">qīng</span><br><span style="">年轻人, niánqīngrén, young people</span>
<span style="font-size: 32px; ">情</span>	<span style="">qíng</span><br><span style="">feeling</span><br><span style="">情人, qíngrén, lovers</span>
<br><span style="">feeling</span><br>	<span style="font-size: 32px; ">情</span><br><span style="">qíng</span><br><span style="">情人, qíngrén, lovers</span>
<span style="font-size: 32px; ">球</span>	<span style="">qiú</span><br><span style="">ball</span><br><span style="">篮球, lánqiú, basketball<br>足球, zúqiú, football<br>网球, wǎngqiǔ, tennis<br>乒乓球, pīngpānqiú, table tennis</span>
<br><span style="">ball</span><br>	<span style="font-size: 32px; ">球</span><br><span style="">qiú</span><br><span style="">篮球, lánqiú, basketball<br>足球, zúqiú, football<br>网球, wǎngqiǔ, tennis<br>乒乓球, pīngpānqiú, table tennis</span>
<span style="font-size: 32px; ">秋</span>	<span style="">qiū</span><br><span style="">autumn</span><br><span style="">中秋节, zhōngqiújié, Mid-Autumn Festival</span>
<br><span style="">autumn</span><br>	<span style="font-size: 32px; ">秋</span><br><span style="">qiū</span><br><span style="">中秋节, zhōngqiújié, Mid-Autumn Festival</span>
<span style="font-size: 32px; ">qù</span>	<span style="">去</span><br><span style="">go</span><br><span style=""></span>
<br><span style="">go</span><br>	<span style="font-size: 32px; ">qù</span><br><span style="">去</span><br><span style=""></span>
<span style="font-size: 32px; ">qǔ</span>	<span style="">取</span><br><span style="">take</span><br><span style=""></span>
<br><span style="">take</span><br>	<span style="font-size: 32px; ">qǔ</span><br><span style="">取</span><br><span style=""></span>
<span style="font-size: 32px; ">趣</span>	<span style="">qù</span><br><span style="">interest</span><br><span style="">兴趣, xìngqù, interest</span>
<br><span style="">interest</span><br>	<span style="font-size: 32px; ">趣</span><br><span style="">qù</span><br><span style="">兴趣, xìngqù, interest</span>
<span style="font-size: 32px; ">确</span>	<span style="">què</span><br><span style="">true</span><br><span style="">确实, quèshí, true</span>
<br><span style="">true</span><br>	<span style="font-size: 32px; ">确</span><br><span style="">què</span><br><span style="">确实, quèshí, true</span>
<span style="font-size: 32px; ">拳</span>	<span style="">quán</span><br><span style="">fist</span><br><span style="">太极拳, tàijíquán, Tai-Chi</span>
<br><span style="">fist</span><br>	<span style="font-size: 32px; ">拳</span><br><span style="">quán</span><br><span style="">太极拳, tàijíquán, Tai-Chi</span>
<span style="font-size: 32px; ">然</span>	<span style="">rán</span><br><span style="">although</span><br><span style="">当然, dāngrán, of course<br>然后, ránhòu, afterwards</span>
<br><span style="">although</span><br>	<span style="font-size: 32px; ">然</span><br><span style="">rán</span><br><span style="">当然, dāngrán, of course<br>然后, ránhòu, afterwards</span>
<span style="font-size: 32px; ">让</span>	<span style="">ràng</span><br><span style="">let</span><br><span style=""></span>
<br><span style="">let</span><br>	<span style="font-size: 32px; ">让</span><br><span style="">ràng</span><br><span style=""></span>
<span style="font-size: 32px; ">热</span>	<span style="">rè</span><br><span style="">hot</span><br><span style="">热水, rèshuǐ, hot water</span>
<br><span style="">hot</span><br>	<span style="font-size: 32px; ">热</span><br><span style="">rè</span><br><span style="">热水, rèshuǐ, hot water</span>
<span style="font-size: 32px; ">人</span>	<span style="">rén</span><br><span style="">person</span><br><span style="">中国人, Zhōngguórén, Chinese (person)<br>客人, kèrén, guest<br>每人, měirén, everybody<br>病人, bìngrén, patient<br>人们, rénmen, people</span>
<br><span style="">person</span><br>	<span style="font-size: 32px; ">人</span><br><span style="">rén</span><br><span style="">中国人, Zhōngguórén, Chinese (person)<br>客人, kèrén, guest<br>每人, měirén, everybody<br>病人, bìngrén, patient<br>人们, rénmen, people</span>
<span style="font-size: 32px; ">认</span>	<span style="">rèn</span><br><span style="">consider</span><br><span style="">认识, rènshi, know</span>
<br><span style="">consider</span><br>	<span style="font-size: 32px; ">认</span><br><span style="">rèn</span><br><span style="">认识, rènshi, know</span>
<span style="font-size: 32px; ">日</span>	<span style="">rì</span><br><span style="">day</span><br><span style="">生日, shēngrì, birthday</span>
<br><span style="">day</span><br>	<span style="font-size: 32px; ">日</span><br><span style="">rì</span><br><span style="">生日, shēngrì, birthday</span>
<span style="font-size: 32px; ">荣</span>	<span style="">róng</span><br><span style="">glory</span><br><span style="">荣幸, róngxìng, honored</span>
<br><span style="">glory</span><br>	<span style="font-size: 32px; ">荣</span><br><span style="">róng</span><br><span style="">荣幸, róngxìng, honored</span>
<span style="font-size: 32px; ">肉</span>	<span style="">ròu</span><br><span style="">meat</span><br><span style="">鸡肉, jīròu, chicken (meat)<br>牛肉, niúròu, beef</span>
<br><span style="">meat</span><br>	<span style="font-size: 32px; ">肉</span><br><span style="">ròu</span><br><span style="">鸡肉, jīròu, chicken (meat)<br>牛肉, niúròu, beef</span>
<span style="font-size: 32px; ">瑞</span>	<span style="">ruì</span><br><span style="">auspicious</span><br><span style="">瑞典, ruìdiǎn, Sweden<br>瑞士, Ruìshì, Switzerland</span>
<br><span style="">auspicious</span><br>	<span style="font-size: 32px; ">瑞</span><br><span style="">ruì</span><br><span style="">瑞典, ruìdiǎn, Sweden<br>瑞士, Ruìshì, Switzerland</span>
<span style="font-size: 32px; ">ruǎn</span>	<span style="">软</span><br><span style="">soft</span><br><span style="">软件, ruǎnjiàn, software<br>软卧, ruǎnwò, soft sleeper</span>
<br><span style="">soft</span><br>	<span style="font-size: 32px; ">ruǎn</span><br><span style="">软</span><br><span style="">软件, ruǎnjiàn, software<br>软卧, ruǎnwò, soft sleeper</span>
<span style="font-size: 32px; ">三</span>	<span style="">sān</span><br><span style="">three</span><br><span style=""></span>
<br><span style="">three</span><br>	<span style="font-size: 32px; ">三</span><br><span style="">sān</span><br><span style=""></span>
<span style="font-size: 32px; ">色</span>	<span style="">sè</span><br><span style="">colour</span><br><span style="">橙色, chéngsè, orange (colour)<br>白色, báisè, white</span>
<br><span style="">colour</span><br>	<span style="font-size: 32px; ">色</span><br><span style="">sè</span><br><span style="">橙色, chéngsè, orange (colour)<br>白色, báisè, white</span>
<span style="font-size: 32px; ">森</span>	<span style="">sēn</span><br><span style="">forrest</span><br><span style=""></span>
<br><span style="">forrest</span><br>	<span style="font-size: 32px; ">森</span><br><span style="">sēn</span><br><span style=""></span>
<span style="font-size: 32px; ">四</span>	<span style="">sì</span><br><span style="">four</span><br><span style=""></span>
<br><span style="">four</span><br>	<span style="font-size: 32px; ">四</span><br><span style="">sì</span><br><span style=""></span>
<span style="font-size: 32px; ">司</span>	<span style="">sī</span><br><span style="">manage</span><br><span style="">公司, gōngsī, company<br>司机, sījī, driver</span>
<br><span style="">manage</span><br>	<span style="font-size: 32px; ">司</span><br><span style="">sī</span><br><span style="">公司, gōngsī, company<br>司机, sījī, driver</span>
<span style="font-size: 32px; ">思</span>	<span style="">sī</span><br><span style="">thought</span><br><span style="">顾名思义, gùmíngsīyì, just as the name implies</span>
<br><span style="">thought</span><br>	<span style="font-size: 32px; ">思</span><br><span style="">sī</span><br><span style="">顾名思义, gùmíngsīyì, just as the name implies</span>
<span style="font-size: 32px; ">松</span>	<span style="">sōng</span><br><span style="">pine tree</span><br><span style="">放松, fàngsōng, relax</span>
<br><span style="">pine tree</span><br>	<span style="font-size: 32px; ">松</span><br><span style="">sōng</span><br><span style="">放松, fàngsōng, relax</span>
<span style="font-size: 32px; ">苏</span>	<span style="">sū</span><br><span style="">revive</span><br><span style="">苏州, Sūzhōu, Suzhou (city)</span>
<br><span style="">revive</span><br>	<span style="font-size: 32px; ">苏</span><br><span style="">sū</span><br><span style="">苏州, Sūzhōu, Suzhou (city)</span>
<span style="font-size: 32px; ">素</span>	<span style="">sù</span><br><span style="">plain</span><br><span style="">青霉素, qīngméisù, penicillin</span>
<br><span style="">plain</span><br>	<span style="font-size: 32px; ">素</span><br><span style="">sù</span><br><span style="">青霉素, qīngméisù, penicillin</span>
<span style="font-size: 32px; ">算</span>	<span style="">suàn</span><br><span style="">compute</span><br><span style="">计算机, jìsuànjī, computer<br>打算, dǎsuàn, plan<br>算了, suànle, forget it<br>划算, huàsuàn, be worth the price</span>
<br><span style="">compute</span><br>	<span style="font-size: 32px; ">算</span><br><span style="">suàn</span><br><span style="">计算机, jìsuànjī, computer<br>打算, dǎsuàn, plan<br>算了, suànle, forget it<br>划算, huàsuàn, be worth the price</span>
<span style="font-size: 32px; ">岁</span>	<span style="">suì</span><br><span style="">age</span><br><span style=""></span>
<br><span style="">age</span><br>	<span style="font-size: 32px; ">岁</span><br><span style="">suì</span><br><span style=""></span>
<span style="font-size: 32px; ">所</span>	<span style="">suǒ</span><br><span style="">place</span><br><span style="">所以, suǒyǐ, therefore</span>
<br><span style="">place</span><br>	<span style="font-size: 32px; ">所</span><br><span style="">suǒ</span><br><span style="">所以, suǒyǐ, therefore</span>
<span style="font-size: 32px; ">杉</span>	<span style="">shān</span><br><span style="">China fir</span><br><span style="">洛杉矶, Luòshānjī</span>
<br><span style="">China fir</span><br>	<span style="font-size: 32px; ">杉</span><br><span style="">shān</span><br><span style="">洛杉矶, Luòshānjī</span>
<span style="font-size: 32px; ">擅</span>	<span style="">shàn</span><br><span style="">act without authority</span><br><span style="">擅长, shàncháng, be good at</span>
<br><span style="">act without authority</span><br>	<span style="font-size: 32px; ">擅</span><br><span style="">shàn</span><br><span style="">擅长, shàncháng, be good at</span>
<span style="font-size: 32px; ">上</span>	<span style="">shàng</span><br><span style="">above</span><br><span style="">晚上, wǎnshang, evening<br>上海, Shànghǎi, Shanghai<br>当上, dāngshang, attain the position of</span>
<br><span style="">above</span><br>	<span style="font-size: 32px; ">上</span><br><span style="">shàng</span><br><span style="">晚上, wǎnshang, evening<br>上海, Shànghǎi, Shanghai<br>当上, dāngshang, attain the position of</span>
<span style="font-size: 32px; ">赏</span>	<span style="">shǎng</span><br><span style="">admire</span><br><span style="">欣赏, xīnshǎng, appreciate<br>赏月shǎngyuè, admire the moon</span>
<br><span style="">admire</span><br>	<span style="font-size: 32px; ">赏</span><br><span style="">shǎng</span><br><span style="">欣赏, xīnshǎng, appreciate<br>赏月shǎngyuè, admire the moon</span>
<span style="font-size: 32px; ">绍</span>	<span style="">shào</span><br><span style="">connect</span><br><span style="">介绍 ,jièshào, introduce</span>
<br><span style="">connect</span><br>	<span style="font-size: 32px; ">绍</span><br><span style="">shào</span><br><span style="">介绍 ,jièshào, introduce</span>
<span style="font-size: 32px; ">稍</span>	<span style="">shāo</span><br><span style="">slightly</span><br><span style="">稍等, shāoděng, wait a moment</span>
<br><span style="">slightly</span><br>	<span style="font-size: 32px; ">稍</span><br><span style="">shāo</span><br><span style="">稍等, shāoděng, wait a moment</span>
<span style="font-size: 32px; ">shǎo</span>	<span style="">少</span><br><span style="">few</span><br><span style="">多少, duōshao, how many</span>
<br><span style="">few</span><br>	<span style="font-size: 32px; ">shǎo</span><br><span style="">少</span><br><span style="">多少, duōshao, how many</span>
<span style="font-size: 32px; ">烧</span>	<span style="">shāo</span><br><span style="">cook</span><br><span style="">发烧, fāshāo, have a fever</span>
<br><span style="">cook</span><br>	<span style="font-size: 32px; ">烧</span><br><span style="">shāo</span><br><span style="">发烧, fāshāo, have a fever</span>
<span style="font-size: 32px; ">设</span>	<span style="">shè</span><br><span style="">set up</span><br><span style="">设计师, shèjìshī, designer</span>
<br><span style="">set up</span><br>	<span style="font-size: 32px; ">设</span><br><span style="">shè</span><br><span style="">设计师, shèjìshī, designer</span>
<span style="font-size: 32px; ">什</span>	<span style="">shén</span><br><span style="">what</span><br><span style="">什么, shénme, what</span>
<br><span style="">what</span><br>	<span style="font-size: 32px; ">什</span><br><span style="">shén</span><br><span style="">什么, shénme, what</span>
<span style="font-size: 32px; ">身</span>	<span style="">shēn</span><br><span style="">body</span><br><span style="">身份证, shēnfènzhèng, identify card<br>身心, shēnxīn, body and mind</span>
<br><span style="">body</span><br>	<span style="font-size: 32px; ">身</span><br><span style="">shēn</span><br><span style="">身份证, shēnfènzhèng, identify card<br>身心, shēnxīn, body and mind</span>
<span style="font-size: 32px; ">生</span>	<span style="">shēng</span><br><span style="">life</span><br><span style="">先生, xiānsheng, Mr.<br>学生, xuésheng, student<br>研究学生, yánjiūxuésheng, research student<br>生日, shēngrì, birthday</span>
<br><span style="">life</span><br>	<span style="font-size: 32px; ">生</span><br><span style="">shēng</span><br><span style="">先生, xiānsheng, Mr.<br>学生, xuésheng, student<br>研究学生, yánjiūxuésheng, research student<br>生日, shēngrì, birthday</span>
<span style="font-size: 32px; ">圣</span>	<span style="">shèng</span><br><span style="">holy</span><br><span style="">万圣节, Wànshèngjié, Hallowe 'en<br>圣诞节, Shèngdànjié, Christmas</span>
<br><span style="">holy</span><br>	<span style="font-size: 32px; ">圣</span><br><span style="">shèng</span><br><span style="">万圣节, Wànshèngjié, Hallowe 'en<br>圣诞节, Shèngdànjié, Christmas</span>
<span style="font-size: 32px; ">声</span>	<span style="">shēng</span><br><span style="">sound</span><br><span style="">相声, xiāngsheng, comic dialogue</span>
<br><span style="">sound</span><br>	<span style="font-size: 32px; ">声</span><br><span style="">shēng</span><br><span style="">相声, xiāngsheng, comic dialogue</span>
<span style="font-size: 32px; ">十</span>	<span style="">shí</span><br><span style="">ten</span><br><span style=""></span>
<br><span style="">ten</span><br>	<span style="font-size: 32px; ">十</span><br><span style="">shí</span><br><span style=""></span>
<span style="font-size: 32px; ">事</span>	<span style="">shì</span><br><span style="">thing</span><br><span style="">没事, méi shì, be free<br>从事, cóngshì, deal with</span>
<br><span style="">thing</span><br>	<span style="font-size: 32px; ">事</span><br><span style="">shì</span><br><span style="">没事, méi shì, be free<br>从事, cóngshì, deal with</span>
<span style="font-size: 32px; ">士</span>	<span style="">shì</span><br><span style="">scholar</span><br><span style="">硕士, shuòshì, M.A.<br>爵士, juéshì, jazz<br>瑞士, Ruìshì, Switzerland</span>
<br><span style="">scholar</span><br>	<span style="font-size: 32px; ">士</span><br><span style="">shì</span><br><span style="">硕士, shuòshì, M.A.<br>爵士, juéshì, jazz<br>瑞士, Ruìshì, Switzerland</span>
<span style="font-size: 32px; ">室</span>	<span style="">shǐ</span><br><span style="">room</span><br><span style="">实验室, shíyànshì, laboratory</span>
<br><span style="">room</span><br>	<span style="font-size: 32px; ">室</span><br><span style="">shǐ</span><br><span style="">实验室, shíyànshì, laboratory</span>
<span style="font-size: 32px; ">是</span>	<span style="">shì</span><br><span style="">to be</span><br><span style="">可是, kěshì, but<br>还是, háishì, had better</span>
<br><span style="">to be</span><br>	<span style="font-size: 32px; ">是</span><br><span style="">shì</span><br><span style="">可是, kěshì, but<br>还是, háishì, had better</span>
<span style="font-size: 32px; ">识</span>	<span style="">shí</span><br><span style="">know</span><br><span style="">认识, rènshi, know</span>
<br><span style="">know</span><br>	<span style="font-size: 32px; ">识</span><br><span style="">shí</span><br><span style="">认识, rènshi, know</span>
<span style="font-size: 32px; ">适</span>	<span style="">shì</span><br><span style="">suitable</span><br><span style="">合适, héshì, appropriate</span>
<br><span style="">suitable</span><br>	<span style="font-size: 32px; ">适</span><br><span style="">shì</span><br><span style="">合适, héshì, appropriate</span>
<span style="font-size: 32px; ">师</span>	<span style="">shī</span><br><span style="">teacher</span><br><span style="">设计师, shèjìshī, designer<br>老师, lǎoshī, teacher<br>工程师, gōngchéngshī, engineer<br>师傅, shīfu, master</span>
<br><span style="">teacher</span><br>	<span style="font-size: 32px; ">师</span><br><span style="">shī</span><br><span style="">设计师, shèjìshī, designer<br>老师, lǎoshī, teacher<br>工程师, gōngchéngshī, engineer<br>师傅, shīfu, master</span>
<span style="font-size: 32px; ">匙</span>	<span style="">shi</span><br><span style="">[part of 'key']</span><br><span style="">钥匙, yàoshi, key</span>
<br><span style="">[part of 'key']</span><br>	<span style="font-size: 32px; ">匙</span><br><span style="">shi</span><br><span style="">钥匙, yàoshi, key</span>
<span style="font-size: 32px; ">视</span>	<span style="">shì</span><br><span style="">look</span><br><span style="">电视, diànshì, TV<br>重视, zhòngshì, take serious</span>
<br><span style="">look</span><br>	<span style="font-size: 32px; ">视</span><br><span style="">shì</span><br><span style="">电视, diànshì, TV<br>重视, zhòngshì, take serious</span>
<span style="font-size: 32px; ">始</span>	<span style="">shǐ</span><br><span style="">begin</span><br><span style="">开始, kāishǐ, begin</span>
<br><span style="">begin</span><br>	<span style="font-size: 32px; ">始</span><br><span style="">shǐ</span><br><span style="">开始, kāishǐ, begin</span>
<span style="font-size: 32px; ">时</span>	<span style="">shí</span><br><span style="">time</span><br><span style="">小时, xiǎoshí, hour<br>平时, píngshí, ordinary<br>时候, shíhòu, (point in) time<br>时间, shíjiān, (duration of) time</span>
<br><span style="">time</span><br>	<span style="font-size: 32px; ">时</span><br><span style="">shí</span><br><span style="">小时, xiǎoshí, hour<br>平时, píngshí, ordinary<br>时候, shíhòu, (point in) time<br>时间, shíjiān, (duration of) time</span>
<span style="font-size: 32px; ">试</span>	<span style="">shì</span><br><span style="">try</span><br><span style="">试衣间, shìyījiān, changing room (in clothes shop)</span>
<br><span style="">try</span><br>	<span style="font-size: 32px; ">试</span><br><span style="">shì</span><br><span style="">试衣间, shìyījiān, changing room (in clothes shop)</span>
<span style="font-size: 32px; ">实</span>	<span style="">shí</span><br><span style="">real</span><br><span style="">确实, quèshí, real</span>
<br><span style="">real</span><br>	<span style="font-size: 32px; ">实</span><br><span style="">shí</span><br><span style="">确实, quèshí, real</span>
<span style="font-size: 32px; ">狮</span>	<span style="">shī</span><br><span style="">lion</span><br><span style="">舞狮, wǔshī, lion dance</span>
<br><span style="">lion</span><br>	<span style="font-size: 32px; ">狮</span><br><span style="">shī</span><br><span style="">舞狮, wǔshī, lion dance</span>
<span style="font-size: 32px; ">手</span>	<span style="">shǒu</span><br><span style="">hand</span><br><span style="">助手, zhùshǒu, assistant</span>
<br><span style="">hand</span><br>	<span style="font-size: 32px; ">手</span><br><span style="">shǒu</span><br><span style="">助手, zhùshǒu, assistant</span>
<span style="font-size: 32px; ">收</span>	<span style="">shōu</span><br><span style="">gather</span><br><span style="">收费, shōufèi, charge<br>收银员, shōuyínyuán, cashier<br>收据, shōujù, receipt</span>
<br><span style="">gather</span><br>	<span style="font-size: 32px; ">收</span><br><span style="">shōu</span><br><span style="">收费, shōufèi, charge<br>收银员, shōuyínyuán, cashier<br>收据, shōujù, receipt</span>
<span style="font-size: 32px; ">售</span>	<span style="">shǒu</span><br><span style="">sell</span><br><span style="">售货员, shòuhuòyuán, shop assistant</span>
<br><span style="">sell</span><br>	<span style="font-size: 32px; ">售</span><br><span style="">shǒu</span><br><span style="">售货员, shòuhuòyuán, shop assistant</span>
<span style="font-size: 32px; ">书</span>	<span style="">shū</span><br><span style="">book</span><br><span style="">图书馆, túshūguǎn, library<br>秘书, mìshū, secretary<br>书法, shūfǎ, calligraphy</span>
<br><span style="">book</span><br>	<span style="font-size: 32px; ">书</span><br><span style="">shū</span><br><span style="">图书馆, túshūguǎn, library<br>秘书, mìshū, secretary<br>书法, shūfǎ, calligraphy</span>
<span style="font-size: 32px; ">叔</span>	<span style="">shū</span><br><span style="">uncle</span><br><span style="">叔叔, shūshu, uncle</span>
<br><span style="">uncle</span><br>	<span style="font-size: 32px; ">叔</span><br><span style="">shū</span><br><span style="">叔叔, shūshu, uncle</span>
<span style="font-size: 32px; ">舒</span>	<span style="">shū</span><br><span style="">stretch</span><br><span style="">舒服, shūfu, comfortable</span>
<br><span style="">stretch</span><br>	<span style="font-size: 32px; ">舒</span><br><span style="">shū</span><br><span style="">舒服, shūfu, comfortable</span>
<span style="font-size: 32px; ">属</span>	<span style="">shǔ</span><br><span style="">belong to</span><br><span style=""></span>
<br><span style="">belong to</span><br>	<span style="font-size: 32px; ">属</span><br><span style="">shǔ</span><br><span style=""></span>
<span style="font-size: 32px; ">鼠</span>	<span style="">shǔ</span><br><span style="">mouse</span><br><span style=""></span>
<br><span style="">mouse</span><br>	<span style="font-size: 32px; ">鼠</span><br><span style="">shǔ</span><br><span style=""></span>
<span style="font-size: 32px; ">双</span>	<span style="">shuāng</span><br><span style="">pair</span><br><span style="">双人间, shuāngrénjiān, double room</span>
<br><span style="">pair</span><br>	<span style="font-size: 32px; ">双</span><br><span style="">shuāng</span><br><span style="">双人间, shuāngrénjiān, double room</span>
<span style="font-size: 32px; ">水</span>	<span style="">shuǐ</span><br><span style="">water</span><br><span style="">热水, rèshuǐ, hot water<br>水果, shuǐguǒ, fruit</span>
<br><span style="">water</span><br>	<span style="font-size: 32px; ">水</span><br><span style="">shuǐ</span><br><span style="">热水, rèshuǐ, hot water<br>水果, shuǐguǒ, fruit</span>
<span style="font-size: 32px; ">说</span>	<span style="">shuō</span><br><span style="">say</span><br><span style=""></span>
<br><span style="">say</span><br>	<span style="font-size: 32px; ">说</span><br><span style="">shuō</span><br><span style=""></span>
<span style="font-size: 32px; ">硕</span>	<span style="">shuò</span><br><span style="">large</span><br><span style="">硕士, shuòshì, M.A.</span>
<br><span style="">large</span><br>	<span style="font-size: 32px; ">硕</span><br><span style="">shuò</span><br><span style="">硕士, shuòshì, M.A.</span>
<span style="font-size: 32px; ">他</span>	<span style="">tā</span><br><span style="">he</span><br><span style="">他们, tāmen, they<br>其他, qítā, others</span>
<br><span style="">he</span><br>	<span style="font-size: 32px; ">他</span><br><span style="">tā</span><br><span style="">他们, tāmen, they<br>其他, qítā, others</span>
<span style="font-size: 32px; ">她</span>	<span style="">tā</span><br><span style="">she</span><br><span style=""></span>
<br><span style="">she</span><br>	<span style="font-size: 32px; ">她</span><br><span style="">tā</span><br><span style=""></span>
<span style="font-size: 32px; ">它</span>	<span style="">tā</span><br><span style="">it</span><br><span style=""></span>
<br><span style="">it</span><br>	<span style="font-size: 32px; ">它</span><br><span style="">tā</span><br><span style=""></span>
